"Verkiezing";;"Tweede Kamer der Staten-Generaal 2023"
"Datum";;"2023-11-22"
"Gebied";;"Kieskring Tilburg"
"Nummer";;"HSB17"

"Lijstnummer";"Aanduiding";"Volgnummer";"Naam kandidaat";"Totaal";"Baarle-Nassau";"Bergen op Zoom";"Breda";"Dongen";"Etten-Leur";"Geertruidenberg";"Gilze en Rijen";"Goirle";"Hilvarenbeek";"Loon op Zand";"Oisterwijk";"Oosterhout";"Rucphen";"Steenbergen";"Tilburg";"Waalwijk";"Woensdrecht";"Zundert";"Halderberge";"Roosendaal";"Moerdijk";"Drimmelen";"Alphen-Chaam";"Altena"
;;"8";"Rummenie, J.F.";"14";"0";"2";"1";"1";"0";"0";"1";"1";"0";"0";"0";"1";"0";"1";"5";"0";"0";"0";"1";"0";"0";"0";"0";"0"
;;"9";"Pouw-Verweij, N.J.F.";"113";"1";"5";"18";"2";"1";"2";"6";"4";"0";"0";"5";"9";"0";"3";"21";"2";"5";"3";"6";"3";"4";"1";"1";"11"
;;"10";"Rikkers-Oosterkamp, M.G.F.";"23";"0";"2";"5";"2";"1";"0";"1";"0";"0";"0";"1";"2";"0";"0";"4";"0";"1";"2";"0";"0";"0";"1";"1";"0"
;;"11";"Wijen-Nass, M.J.M.H.";"37";"0";"1";"5";"1";"2";"0";"2";"1";"1";"0";"1";"0";"2";"1";"5";"2";"0";"2";"1";"2";"3";"1";"1";"3"
;;"12";"Oostenbrink, M.";"9";"0";"0";"0";"1";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"3";"0";"0";"1";"0";"0";"1";"0";"0";"0"
;;"13";"Rekers, J.D.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"14";"Hendriks, A.J.";"10";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"4";"0";"0";"0";"1";"0";"0";"0";"1";"0"
;;"15";"Govaert, C.A.H.M.";"42";"0";"4";"6";"1";"2";"0";"1";"0";"0";"1";"0";"2";"0";"5";"7";"0";"4";"2";"1";"2";"2";"0";"0";"2"
;;"16";"van Vliet, L.R.";"4";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0"
;;"17";"Hemmen, H.M.";"11";"0";"1";"0";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"2";"0";"2"
;;"18";"van Vuuren, C.H.";"34";"0";"1";"3";"0";"0";"0";"2";"1";"1";"3";"0";"0";"0";"3";"1";"2";"0";"6";"0";"8";"0";"2";"0";"1"
;;"19";"van der Meer, S.";"24";"0";"1";"9";"1";"0";"0";"1";"0";"1";"0";"0";"1";"1";"0";"4";"0";"1";"2";"1";"0";"1";"0";"0";"0"
;;"20";"Stoop, C.J.";"417";"1";"12";"45";"4";"23";"6";"9";"0";"1";"6";"2";"15";"14";"12";"8";"7";"6";"14";"26";"27";"137";"30";"7";"5"
;;"21";"van Veen, A.";"10";"0";"0";"2";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"1";"1";"0";"0";"2";"0";"0";"0";"0"
;;"22";"van Lissum, J.T.M.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1"
;;"23";"Stegink, T.W.";"10";"0";"4";"0";"0";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0"
;;"24";"Huiskamp, F.M.";"7";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"2";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0"
;;"25";"Eppink, D.J.";"13";"0";"0";"3";"0";"0";"0";"0";"0";"1";"0";"0";"2";"1";"1";"2";"1";"0";"1";"0";"1";"0";"0";"0";"0"
;;"26";"Hartholt, J.J.G.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"27";"Berghout, N.C.G.";"4";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1"
;;"28";"Roubos, G.L.";"103";"0";"0";"3";"6";"2";"1";"3";"5";"12";"5";"17";"1";"0";"2";"32";"5";"1";"0";"0";"3";"0";"1";"1";"3"
;;"29";"Evers, G.J.A.";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Sijbolts, M.A.";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"31";"Poppe, W.P.";"24";"0";"9";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"3";"2";"0";"6";"0";"0";"0";"0"
;;"32";"Swaag, J.H.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"33";"Waalkens, D.E.";"3";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"34";"de Ridder, R.J.G.";"11";"0";"0";"1";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"2";"0";"0";"2"
;;"35";"Jaspers, W.C.P.H.";"33";"0";"0";"1";"0";"2";"0";"0";"0";"6";"0";"2";"0";"2";"1";"8";"1";"1";"0";"0";"2";"0";"1";"3";"3"
;;"36";"Floors, G.W.C.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"37";"Luitwieler-Bosma, J.M.";"7";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"2";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"38";"Rood, I.";"8";"0";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0"
;;"39";"van Noort, M.";"9";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"1";"0";"1";"0";"0"
;;"40";"Cromwijk, J.";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"2";"0";"2"
;;"41";"van Wijk, J.W.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"42";"Bos-Zandstra, K.J.";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"43";"Egelmeers, P.C.J.M.";"62";"4";"1";"7";"0";"0";"1";"5";"2";"4";"3";"8";"0";"0";"0";"9";"6";"1";"1";"0";"1";"0";"0";"1";"8"
;;"44";"Baltus, A.W.M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"45";"van der Wereld-Verkerk, P.C.";"3";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"46";"Schoone, L.";"12";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"3";"0";"0";"2";"0";"2";"0";"0";"0";"2";"0";"0";"0"
;;"47";"Spätgens, J.M.";"5";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0";"1";"0";"0";"0";"0";"0"
;;"48";"Zeedzen, D.";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
;;"49";"Havermans, M.C.J.";"224";"3";"2";"19";"5";"6";"12";"8";"3";"0";"0";"0";"10";"4";"2";"6";"4";"1";"7";"12";"7";"12";"83";"8";"10"
;;"50";"Flipsen-Verhagen, M.C.C.";"296";"3";"4";"26";"29";"1";"14";"14";"1";"3";"10";"3";"79";"5";"1";"6";"13";"6";"5";"7";"5";"0";"38";"9";"14"
"16";"BIJ1";;;"1654";"4";"74";"439";"20";"53";"11";"36";"15";"7";"11";"23";"53";"10";"12";"661";"34";"15";"14";"17";"61";"32";"16";"10";"26"
;;"1";"Olf, E.M.";"599";"1";"32";"141";"3";"14";"6";"14";"7";"1";"3";"15";"14";"2";"8";"249";"10";"3";"3";"8";"28";"12";"5";"4";"16"
;;"2";"Mc Cray, L.";"364";"1";"14";"99";"6";"9";"4";"6";"3";"3";"4";"4";"10";"5";"0";"148";"9";"7";"4";"3";"6";"8";"3";"5";"3"
;;"3";"Salmi, L.";"125";"0";"6";"34";"1";"4";"1";"4";"1";"0";"0";"2";"3";"1";"1";"57";"2";"1";"0";"1";"4";"0";"0";"1";"1"
;;"4";"Courtar, G.O.";"127";"1";"1";"55";"5";"8";"0";"2";"1";"0";"1";"0";"15";"0";"0";"26";"1";"0";"1";"2";"2";"3";"3";"0";"0"
;;"5";"de Miranda, E.N.";"39";"1";"3";"10";"0";"2";"0";"0";"1";"0";"0";"1";"1";"0";"0";"17";"1";"0";"1";"0";"0";"0";"1";"0";"0"
;;"6";"Berend, C.E.W.R.";"125";"0";"6";"31";"0";"4";"0";"2";"0";"1";"0";"1";"1";"0";"2";"58";"9";"1";"0";"1";"4";"3";"0";"0";"1"
;;"7";"Luhrs, Y.";"23";"0";"1";"6";"1";"2";"0";"1";"1";"1";"0";"0";"1";"0";"0";"8";"0";"0";"0";"1";"0";"0";"0";"0";"0"
;;"8";"Gal, Y.";"11";"0";"0";"3";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"3";"0";"0";"0";"0";"3";"0";"0";"0";"0"
;;"9";"ten Caat, J.";"8";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"4";"1";"0";"0";"0";"0";"0";"0";"0";"1"
;;"10";"Zandee, J.I.N.";"28";"0";"0";"6";"0";"4";"0";"1";"0";"1";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"2";"1";"0";"0";"1"
;;"11";"Bakker, D.L.";"9";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"2";"0";"0";"2";"0";"0";"1";"0";"0";"0"
;;"12";"Wienen, R.D.";"42";"0";"0";"12";"0";"0";"0";"2";"0";"0";"3";"0";"1";"0";"1";"19";"0";"0";"1";"0";"1";"0";"2";"0";"0"
;;"13";"Bijleveld, D.";"79";"0";"3";"21";"0";"3";"0";"1";"1";"0";"0";"0";"2";"1";"0";"31";"0";"3";"2";"0";"6";"4";"0";"0";"1"
;;"14";"Vrede, R.I.";"31";"0";"4";"10";"1";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"1";"0";"1";"0";"0"
;;"15";"Timmer, R.S.Y.";"44";"0";"3";"9";"2";"2";"0";"0";"0";"0";"0";"0";"2";"1";"0";"16";"1";"0";"0";"1";"4";"0";"1";"0";"2"
"17";"Piratenpartij - De Groenen";;;"460";"1";"32";"99";"7";"16";"10";"16";"8";"1";"8";"12";"22";"4";"8";"110";"22";"5";"4";"4";"38";"12";"7";"0";"14"
;;"1";"van Treuren, M.A.";"243";"0";"18";"56";"6";"8";"8";"9";"4";"0";"5";"9";"10";"2";"5";"54";"8";"3";"1";"2";"17";"6";"5";"0";"7"
;;"2";"Sadloe, S.";"69";"0";"5";"13";"0";"1";"2";"4";"0";"0";"1";"1";"5";"0";"2";"18";"3";"1";"0";"0";"10";"0";"1";"0";"2"
;;"3";"van Zwoll, R.M.E.";"21";"0";"3";"4";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"5";"2";"0";"0";"0";"2";"1";"1";"0";"0"
;;"4";"Pontier, M.A.";"12";"0";"1";"2";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"3";"1";"0";"2";"0";"1";"0";"0";"0";"0"
;;"5";"Brandsma, W.A.";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"6";"ter Haar, O.H.";"5";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"7";"Zimmerman, H.K.";"6";"1";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"8";"van Rijn, M.P.";"6";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"9";"Berendsen, P.";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"10";"Yadegari, S.";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"11";"Pot, A.A.M.";"7";"0";"1";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2"
;;"12";"Werner, D.R.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"13";"van Deijk, D.D.";"27";"0";"0";"4";"0";"0";"0";"1";"2";"0";"1";"1";"2";"0";"0";"14";"2";"0";"0";"0";"0";"0";"0";"0";"0"
;;"14";"Russchenberg, S.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"15";"Hallegraeff, D.S.";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"16";"Bresser, A.C.";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"17";"Abendroth, A.M.";"5";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"18";"Darvish-Zadeh, P.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"19";"Schrama, D.D.";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"20";"Werner-Wafelman, L.S.";"4";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"21";"Plesa, B.";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"22";"Bouma, E.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"23";"Bethlehem, C.";"5";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0";"1"
;;"24";"Dekkers, S.A.P.";"22";"0";"2";"3";"0";"2";"0";"1";"0";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"1";"7";"1";"0";"0";"1"
;;"25";"van Nes, T.";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"26";"Linnenbank, A.C.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"27";"Braun, P.W.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"28";"Doting, R.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
;;"29";"Teders, N.B.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Bakkers, T.F.M.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0"
;;"31";"van Gelderen, J.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"32";"baron van Till, J.W.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"33";"van Breemen, W.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0"
;;"34";"Blaak, M.G.M.H.";"6";"0";"0";"4";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"18";"BVNL / Groep Van Haga";;;"3314";"27";"179";"538";"91";"151";"47";"70";"71";"43";"58";"104";"156";"62";"74";"556";"123";"76";"83";"94";"219";"135";"108";"49";"200"
;;"1";"van Haga, W.R.";"2331";"14";"118";"414";"66";"107";"36";"48";"49";"31";"38";"55";"118";"40";"51";"351";"94";"56";"58";"74";"150";"99";"78";"33";"153"
;;"2";"Krol, H.C.M.";"102";"1";"4";"6";"2";"7";"1";"1";"0";"0";"1";"10";"11";"4";"3";"15";"4";"2";"3";"4";"9";"6";"3";"3";"2"
;;"3";"van Keimpema, J.S.";"246";"5";"7";"29";"6";"13";"4";"5";"7";"2";"4";"7";"10";"7";"10";"26";"9";"6";"7";"7";"22";"14";"7";"8";"24"
;;"4";"Dercksen, R.G.J.";"7";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1"
;;"5";"Koopmans - van der Veen, W.J.";"45";"0";"3";"9";"1";"4";"1";"1";"0";"0";"4";"0";"3";"0";"2";"7";"0";"0";"1";"1";"3";"2";"1";"0";"2"
;;"6";"van Aalst, R.R.";"3";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0"
;;"7";"Emons, I.M.A.";"16";"0";"0";"2";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"0";"1";"1";"0";"1";"4";"3";"0";"0"
;;"8";"Shahbazi Fishtali, S.";"17";"0";"1";"7";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"1";"2";"1";"0";"0";"0";"2";"0";"0";"0";"0"
;;"9";"de Kok, A.";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"10";"van Tellingen, H.P.";"4";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"11";"van der Velden, P.";"5";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0";"1"
;;"12";"Ramautarsing, Y.J.S.";"5";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"13";"Bosscher, C.J.";"9";"2";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"2";"0";"0"
;;"14";"Wijnschenk, H.H.R.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"15";"Hulleman, S.P.X.";"79";"3";"3";"15";"3";"1";"1";"4";"3";"3";"1";"0";"3";"0";"0";"13";"4";"4";"1";"1";"8";"1";"3";"2";"2"
;;"16";"Schuiling, A.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"17";"van der Veen, T.A.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"18";"Schilder, P.C.J.";"3";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"19";"Vogelzang, S.J.";"4";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"20";"Pestman, R.J.E.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"21";"Vulders, S.";"90";"0";"2";"4";"3";"2";"1";"4";"4";"5";"2";"23";"2";"2";"0";"28";"3";"0";"2";"0";"0";"0";"0";"1";"2"
;;"22";"van der Wiele, D.";"9";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"3";"1";"1";"0";"0";"1";"0";"0"
;;"23";"Brunke, R.L.";"5";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1"
;;"24";"Gorter-de Vos, M.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
;;"25";"van Dalen, E.H.";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"3"
;;"26";"Wiersma, K.J.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"27";"van Kassel, P.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"28";"Wymenga-Kooistra, G.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Jonk, S.J.M.";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Zuidema, C.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"31";"van der Meeren, C.J.R.F.";"30";"0";"19";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"1";"0";"1";"3";"2";"0";"0";"0"
;;"32";"Mensing, C.M.";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"33";"Durlacher, F.";"2";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"34";"Dienjes, C.S.";"55";"0";"0";"24";"4";"5";"1";"0";"1";"0";"0";"0";"3";"0";"0";"0";"0";"1";"3";"1";"3";"2";"5";"0";"2"
;;"35";"de Bekker, M.A.";"17";"0";"8";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"5";"0";"0";"0";"0"
;;"36";"Laarhoven, E.L.O.";"3";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0"
;;"37";"Eradus, R.F.E.";"4";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"38";"Westhoff, R.J.H.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"39";"Beverloo, M.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
;;"40";"van Buuren, M.J.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"41";"Overeem, A.C.";"42";"0";"6";"8";"1";"2";"0";"1";"0";"0";"0";"2";"1";"1";"2";"6";"1";"0";"2";"0";"2";"2";"3";"0";"2"
;;"42";"Thiessens, F.B.M.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"43";"Brouwer, A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"44";"Manders, T.T.A.J.";"11";"0";"1";"3";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"1";"1";"0";"0";"0"
;;"45";"Filippini, L.T.C.";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"46";"Verweij, D.W.";"3";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"47";"Elens, R.B.";"8";"0";"1";"2";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0"
;;"48";"Rolloos, M.A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"49";"Talsma, J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"50";"Smolders, H.A.J.";"121";"2";"1";"3";"3";"2";"1";"2";"5";"1";"3";"1";"2";"4";"0";"83";"1";"0";"1";"2";"2";"0";"0";"1";"1"
"19";"Nieuw Sociaal Contract";;;"81683";"498";"4687";"12006";"2060";"3475";"1660";"2057";"2105";"1618";"1964";"2828";"4213";"1400";"1861";"13502";"3773";"1611";"1740";"2365";"5474";"3066";"2232";"819";"4669"
