"Verkiezing";;"Tweede Kamer der Staten-Generaal 2023"
"Datum";;"2023-11-22"
"Gebied";;"Kieskring Leiden"
"Nummer";;"HSB15"

"Lijstnummer";"Aanduiding";"Volgnummer";"Naam kandidaat";"Totaal";"Alphen aan den Rijn";"Capelle aan den IJssel";"Gouda";"Hillegom";"Katwijk";"Krimpen aan den IJssel";"Leiden";"Leiderdorp";"Lisse";"Nieuwkoop";"Noordwijk";"Oegstgeest";"Voorschoten";"Waddinxveen";"Wassenaar";"Zoetermeer";"Zoeterwoude";"Teylingen";"Lansingerland";"Kaag en Braassem";"Zuidplas";"Bodegraven-Reeuwijk";"Leidschendam-Voorburg";"Pijnacker-Nootdorp";"Krimpenerwaard"
;;"12";"Ramautarsing, Y.J.S.";"13";"1";"2";"2";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"2";"1";"0"
;;"13";"Bosscher, C.J.";"19";"4";"0";"1";"0";"2";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"1";"0";"1";"1";"0";"2";"1";"1";"1";"1"
;;"14";"Wijnschenk, H.H.R.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"15";"Hulleman, S.P.X.";"128";"6";"7";"7";"3";"12";"0";"14";"1";"6";"2";"6";"3";"8";"2";"2";"18";"1";"7";"6";"3";"2";"0";"4";"2";"6"
;;"16";"Schuiling, A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"17";"van der Veen, T.A.";"8";"1";"0";"1";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0";"0"
;;"18";"Schilder, P.C.J.";"4";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0"
;;"19";"Vogelzang, S.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"20";"Pestman, R.J.E.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"21";"Vulders, S.";"6";"2";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"22";"van der Wiele, D.";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"23";"Brunke, R.L.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"24";"Gorter-de Vos, M.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"25";"van Dalen, E.H.";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"26";"Wiersma, K.J.";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"27";"van Kassel, P.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0"
;;"28";"Wymenga-Kooistra, G.";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Jonk, S.J.M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Zuidema, C.";"4";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"31";"van der Meeren, C.J.R.F.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"32";"Mensing, C.M.";"26";"1";"1";"1";"0";"1";"0";"2";"0";"2";"0";"0";"0";"1";"0";"0";"7";"1";"0";"0";"0";"0";"0";"7";"1";"1"
;;"33";"Durlacher, F.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"34";"Dienjes, C.S.";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"35";"de Bekker, M.A.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"36";"Laarhoven, E.L.O.";"20";"0";"0";"0";"0";"1";"0";"0";"2";"0";"0";"1";"13";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0"
;;"37";"Eradus, R.F.E.";"35";"6";"0";"1";"1";"6";"0";"4";"0";"2";"0";"1";"3";"1";"0";"1";"2";"0";"3";"0";"2";"0";"1";"1";"0";"0"
;;"38";"Westhoff, R.J.H.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"39";"Beverloo, M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"40";"van Buuren, M.J.";"3";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"41";"Overeem, A.C.";"63";"11";"0";"4";"2";"1";"1";"1";"0";"1";"0";"1";"3";"1";"1";"1";"12";"0";"3";"4";"0";"2";"2";"7";"4";"1"
;;"42";"Thiessens, F.B.M.";"3";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"43";"Brouwer, A.";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"44";"Manders, T.T.A.J.";"9";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1"
;;"45";"Filippini, L.T.C.";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"3";"0";"0";"0";"0"
;;"46";"Verweij, D.W.";"4";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1"
;;"47";"Elens, R.B.";"21";"0";"6";"0";"0";"2";"1";"2";"1";"0";"1";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"2";"0";"2";"0";"1"
;;"48";"Rolloos, M.A.";"12";"0";"0";"0";"0";"1";"0";"2";"1";"0";"0";"2";"4";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"49";"Talsma, J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"50";"Smolders, H.A.J.";"6";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0";"1"
"19";"Nieuw Sociaal Contract";;;"88347";"8499";"4122";"4847";"1736";"5001";"2099";"6042";"1980";"2087";"2433";"3556";"1573";"1801";"2419";"1472";"8902";"706";"3148";"4657";"2257";"3358";"2662";"4737";"3925";"4328"
;;"1";"Omtzigt, P.H.";"79372";"7657";"3783";"4262";"1562";"4656";"1901";"5137";"1771";"1880";"2263";"3264";"1401";"1587";"2209";"1334";"7893";"633";"2850";"4179";"2055";"3003";"2432";"4189";"3494";"3977"
;;"2";"van Vroonhoven-Kok, J.N.";"3932";"414";"137";"255";"71";"182";"76";"344";"109";"90";"86";"149";"77";"99";"98";"67";"376";"36";"136";"207";"89";"152";"131";"222";"157";"172"
;;"3";"Uitermark, J.J.M.";"921";"94";"24";"48";"55";"29";"12";"70";"17";"42";"27";"41";"12";"18";"19";"13";"87";"12";"45";"38";"38";"37";"23";"42";"43";"35"
;;"4";"Veldkamp, C.C.J.";"171";"11";"5";"7";"4";"7";"2";"26";"1";"7";"3";"7";"6";"5";"4";"2";"31";"0";"5";"5";"1";"4";"5";"8";"11";"4"
;;"5";"Palmen-Schlangen, S.T.P.H.";"621";"61";"28";"32";"14";"15";"11";"77";"16";"8";"5";"14";"17";"18";"11";"6";"78";"4";"18";"30";"11";"23";"15";"40";"42";"27"
;;"6";"van Hijum, Y.J.";"50";"5";"2";"4";"0";"0";"1";"5";"2";"1";"2";"2";"2";"0";"0";"0";"9";"0";"3";"4";"3";"2";"0";"2";"1";"0"
;;"7";"Soepboer, A.J.";"241";"20";"4";"20";"3";"18";"3";"39";"3";"5";"9";"7";"1";"6";"4";"3";"26";"1";"9";"13";"14";"7";"4";"7";"6";"9"
;;"8";"Joseph, A.S.";"151";"10";"3";"17";"1";"5";"0";"9";"3";"4";"1";"12";"3";"5";"5";"2";"12";"2";"6";"9";"6";"6";"1";"16";"10";"3"
;;"9";"Six Dijkstra, J.P.S.";"133";"13";"4";"10";"3";"1";"0";"23";"7";"6";"1";"7";"1";"4";"3";"0";"10";"0";"5";"6";"1";"4";"2";"2";"13";"7"
;;"10";"Welzijn, R.M.";"473";"27";"57";"43";"3";"11";"14";"25";"3";"7";"5";"8";"11";"4";"19";"3";"41";"0";"11";"60";"5";"44";"5";"24";"26";"17"
;;"11";"Postma, W.L.";"184";"15";"1";"3";"2";"3";"0";"20";"5";"3";"3";"1";"6";"3";"2";"8";"29";"2";"11";"6";"3";"2";"0";"42";"12";"2"
;;"12";"Zeedijk-Raeven, F.A.";"81";"15";"2";"3";"1";"3";"1";"11";"0";"3";"0";"1";"1";"2";"1";"1";"6";"0";"1";"5";"2";"4";"1";"8";"6";"3"
;;"13";"Idsinga, F.L.";"20";"0";"1";"1";"0";"1";"0";"2";"0";"1";"2";"1";"0";"1";"0";"0";"2";"0";"0";"1";"0";"0";"2";"4";"1";"0"
;;"14";"Jansen, D.E.M.C.";"82";"6";"1";"7";"2";"3";"3";"16";"3";"0";"2";"2";"1";"2";"4";"2";"5";"1";"2";"2";"0";"2";"2";"5";"8";"1"
;;"15";"van Oostenbruggen, T.";"27";"6";"0";"3";"1";"1";"0";"4";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"1";"0";"7"
;;"16";"Kahraman, I.";"53";"3";"3";"1";"1";"3";"0";"7";"0";"0";"0";"1";"1";"2";"0";"0";"15";"1";"1";"6";"0";"2";"1";"1";"2";"2"
;;"17";"Hertzberger, R.Y.";"467";"19";"31";"40";"5";"12";"13";"58";"17";"4";"7";"7";"13";"15";"12";"17";"42";"1";"16";"35";"6";"23";"9";"29";"21";"15"
;;"18";"Bruyning, F.H.";"76";"9";"1";"5";"0";"5";"2";"10";"2";"1";"2";"2";"1";"1";"1";"0";"12";"1";"1";"3";"0";"7";"2";"2";"2";"4"
;;"19";"van Dijk, O.C.";"29";"3";"2";"2";"0";"4";"0";"0";"1";"1";"0";"1";"1";"1";"0";"0";"1";"1";"0";"2";"2";"1";"0";"2";"2";"2"
;;"20";"Holman, H.";"14";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"1";"1";"2";"2";"2";"1"
;;"21";"Boomsma, D.T.";"102";"11";"1";"5";"0";"3";"2";"35";"0";"1";"0";"1";"4";"6";"4";"1";"3";"0";"2";"9";"0";"2";"3";"6";"3";"0"
;;"22";"Heite, A.";"82";"9";"3";"6";"0";"3";"2";"19";"1";"1";"2";"4";"2";"1";"1";"1";"7";"2";"2";"5";"1";"2";"1";"3";"2";"2"
;;"23";"Saris, I.G.";"91";"13";"2";"7";"0";"4";"1";"16";"2";"2";"2";"2";"4";"4";"1";"2";"4";"2";"3";"3";"2";"1";"2";"6";"2";"4"
;;"24";"Wingelaar, N.T.P.";"34";"1";"4";"4";"2";"1";"1";"5";"0";"0";"2";"0";"0";"0";"1";"0";"3";"0";"0";"2";"1";"1";"0";"3";"3";"0"
;;"25";"Koops, W.J.";"35";"3";"0";"1";"1";"3";"0";"4";"2";"0";"0";"0";"0";"1";"2";"1";"2";"0";"2";"0";"0";"3";"0";"7";"3";"0"
;;"26";"Achahbar, N.";"183";"11";"5";"13";"2";"7";"0";"35";"3";"3";"0";"8";"3";"5";"1";"3";"23";"2";"3";"8";"4";"2";"5";"22";"14";"1"
;;"27";"van Waveren, A.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0"
;;"28";"de Korte-Verhoef, M.C.";"52";"3";"1";"2";"2";"7";"0";"6";"0";"0";"3";"1";"1";"3";"1";"0";"8";"1";"2";"0";"4";"0";"1";"4";"2";"0"
;;"29";"Boelhouwer, N.P.";"48";"2";"1";"2";"0";"0";"4";"1";"1";"2";"1";"2";"2";"3";"1";"1";"3";"0";"2";"2";"0";"4";"2";"6";"5";"1"
;;"30";"Schouten, M.A.C.";"10";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0"
;;"31";"Kouwenhoven, A.J.";"16";"3";"0";"2";"0";"1";"0";"2";"0";"0";"0";"0";"0";"0";"1";"2";"1";"0";"1";"0";"0";"2";"0";"0";"0";"1"
;;"32";"Verouden, V.C.H.M.";"4";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0"
;;"33";"Heine, J.A.H.";"9";"0";"0";"0";"0";"1";"0";"1";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0"
;;"34";"Pouwelse, S.F.W.";"24";"2";"1";"1";"0";"0";"2";"1";"0";"2";"0";"2";"1";"0";"2";"1";"1";"0";"2";"1";"0";"0";"1";"1";"2";"1"
;;"35";"de Leeuw-Jongejans, M.M.";"13";"0";"0";"1";"0";"1";"0";"3";"0";"0";"0";"2";"0";"0";"1";"0";"1";"2";"0";"1";"0";"0";"0";"0";"1";"0"
;;"36";"Hartog, I.C.";"112";"4";"7";"8";"0";"1";"46";"2";"2";"0";"0";"0";"0";"0";"0";"1";"2";"0";"1";"1";"1";"7";"3";"2";"1";"23"
;;"37";"van Bruchem, R.H.J.";"7";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0"
;;"38";"van de Ven, M.A.A.";"16";"2";"1";"1";"0";"0";"0";"1";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"3";"0";"1";"1";"1"
;;"39";"de Neijs, E.D.E.";"52";"11";"0";"3";"0";"4";"0";"4";"3";"1";"1";"3";"0";"1";"0";"0";"8";"0";"1";"0";"1";"0";"3";"4";"2";"2"
;;"40";"Hassoo, W.";"45";"4";"1";"1";"0";"1";"0";"4";"0";"1";"0";"1";"1";"0";"0";"0";"14";"0";"1";"3";"0";"2";"0";"6";"4";"1"
;;"41";"Graafland-van Duijn, M.A.";"78";"6";"2";"23";"0";"4";"0";"7";"3";"3";"2";"0";"0";"1";"2";"1";"10";"0";"3";"1";"1";"2";"1";"3";"1";"2"
;;"42";"den Hartogh, A.";"6";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1"
;;"43";"Wessels, R.";"175";"16";"0";"2";"0";"0";"1";"4";"3";"1";"0";"1";"0";"1";"5";"0";"120";"0";"2";"6";"2";"1";"0";"3";"7";"0"
;;"44";"Geleijnse, S.";"51";"6";"1";"0";"0";"1";"1";"5";"0";"1";"0";"1";"0";"1";"1";"0";"13";"0";"1";"1";"2";"2";"1";"9";"4";"0"
"20";"Splinter";;;"1040";"98";"47";"48";"23";"36";"22";"105";"27";"18";"20";"28";"20";"15";"29";"11";"122";"6";"40";"61";"24";"35";"54";"46";"57";"48"
;;"1";"van Kooten-Arissen, F.M.";"743";"73";"30";"39";"17";"30";"16";"77";"19";"12";"16";"25";"14";"12";"22";"7";"82";"5";"30";"45";"19";"23";"20";"32";"40";"38"
;;"2";"Ipenburg, N.";"109";"9";"3";"1";"2";"2";"1";"13";"4";"2";"2";"2";"4";"1";"1";"1";"20";"1";"3";"5";"1";"7";"1";"9";"11";"3"
;;"3";"Bogers, T.J.";"6";"0";"0";"0";"1";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0"
;;"4";"Vos, J.";"14";"0";"1";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"2";"1";"0";"2";"0";"1";"0";"0";"0";"2";"1"
;;"5";"Jansma, D.M.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"6";"Mu'ayyed Mir-Damádi, N.";"9";"0";"3";"1";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0"
;;"7";"Rasenberg, N.E.";"27";"1";"5";"0";"0";"0";"3";"0";"1";"1";"0";"0";"0";"0";"0";"0";"3";"0";"0";"7";"1";"1";"0";"2";"0";"2"
;;"8";"Janssen, P.G.";"4";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"9";"van der Weide, Y.";"54";"9";"1";"2";"0";"1";"0";"1";"2";"0";"1";"1";"1";"0";"2";"0";"3";"0";"0";"1";"1";"1";"25";"1";"0";"1"
;;"10";"Wehnes, E.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"11";"de Backer, R.E.";"3";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"12";"Hoedeman, A.D.J.";"6";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"1"
;;"13";"Rechards, B.P.";"4";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"14";"Weyers, J.A.W.P.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"15";"van Dam, G.A.J.";"3";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"16";"Abrahams, J.M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"17";"Kuin, D.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
;;"18";"Gerritsen, M.C.G.";"4";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0"
;;"19";"Leijendekkers, L.S.";"11";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"0"
;;"20";"de Ruiter, T.K.";"3";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"21";"Pijnenburg, G.A.J.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"22";"Schot, M.";"7";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0"
;;"23";"Ezendam, N.";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"24";"Peeters, L.M.";"3";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"25";"de Groot, D.S.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"26";"van den Heuvel-Łuczycki, M.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"27";"Bruijstens, P.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"28";"Keizer, M.B.";"4";"0";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"29";"Gol, T.M.L.";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"de Koning, T.";"2";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"31";"Keyser, I.";"10";"0";"1";"1";"2";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0"
"21";"LP (Libertaire Partij)";;;"321";"36";"13";"24";"8";"6";"11";"47";"8";"2";"11";"10";"7";"5";"7";"6";"27";"2";"11";"21";"8";"9";"8";"20";"7";"7"
;;"1";"van Lamoen, T.J.";"217";"24";"10";"23";"5";"4";"7";"31";"2";"2";"8";"9";"4";"2";"4";"2";"20";"2";"5";"17";"6";"3";"7";"10";"5";"5"
;;"2";"Burggraaf, B.W.";"19";"2";"0";"0";"1";"0";"0";"4";"0";"0";"1";"1";"0";"3";"1";"1";"0";"0";"1";"2";"0";"0";"0";"2";"0";"0"
;;"3";"Verhagen, P.H.";"5";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2";"0";"0"
;;"4";"Zijlstra, J.";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"5";"Meijer, T.D.J.";"23";"5";"0";"1";"0";"1";"0";"5";"6";"0";"1";"0";"1";"0";"0";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0"
;;"6";"Huijs, T.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"7";"Pailer, S.";"29";"4";"2";"0";"2";"1";"0";"0";"0";"0";"1";"0";"1";"0";"2";"1";"5";"0";"1";"1";"1";"0";"0";"4";"1";"2"
;;"8";"Loman, W.P.J.A.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"9";"van den Brink, G.D.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"10";"Backhuijs, W.Q.";"11";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"5";"1";"1";"1";"0"
;;"11";"Koopmans, S.F.P.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"12";"Wassenaar, K.J.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"13";"Noortman, M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"14";"Visser, P.R.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"15";"Mens, R.W.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"16";"Brokke, M.A.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"17";"Kleinsmit, H.T.J.";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"18";"Hartkamp, P.L.";"3";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"19";"Vermeulen, E.";"2";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"22";"LEF - Voor de Nieuwe Generatie";;;"318";"34";"17";"24";"7";"8";"2";"41";"5";"6";"10";"17";"1";"5";"11";"3";"35";"2";"8";"12";"3";"10";"8";"24";"12";"13"
;;"1";"van Duijn, D.C.";"137";"14";"10";"9";"2";"2";"1";"13";"1";"2";"6";"9";"1";"4";"6";"1";"14";"2";"5";"6";"2";"5";"3";"8";"4";"7"
;;"2";"Zantman, N.M.";"86";"12";"3";"8";"3";"2";"0";"11";"2";"4";"1";"4";"0";"0";"2";"0";"10";"0";"2";"2";"0";"5";"3";"4";"5";"3"
;;"3";"Neijts, Z.V.";"29";"3";"1";"1";"1";"1";"1";"8";"1";"0";"0";"1";"0";"0";"2";"1";"3";"0";"0";"2";"0";"0";"0";"2";"1";"0"
