"Verkiezing";;"Tweede Kamer der Staten-Generaal 2023"
"Datum";;"2023-11-22"
"Gebied";;"Kieskring Maastricht"
"Nummer";;"HSB19"

"Lijstnummer";"Aanduiding";"Volgnummer";"Naam kandidaat";"Totaal";"Landgraaf";"Beek";"Beesel";"Bergen (L)";"Brunssum";"Gennep";"Heerlen";"Kerkrade";"Maastricht";"Meerssen";"Mook en Middelaar";"Nederweert";"Roermond";"Simpelveld";"Stein";"Vaals";"Venlo";"Venray";"Voerendaal";"Weert";"Valkenburg aan de Geul";"Horst aan de Maas";"Leudal";"Maasgouw";"Roerdalen";"Echt-Susteren";"Gulpen-Wittem";"Sittard-Geleen";"Peel en Maas";"Eijsden-Margraten";"Beekdaelen"
;;"27";"de Vos, D.J.C.";"17";"1";"1";"0";"0";"0";"0";"2";"0";"2";"0";"0";"0";"1";"0";"1";"1";"2";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"3";"0";"0";"1"
;;"28";"van der Velde, M.C.";"11";"0";"1";"1";"0";"0";"1";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1"
;;"29";"van Viegen, A.H.K.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Gerritsen, L.";"5";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"31";"Veenstra, M.";"6";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"32";"Vlasveld, A.I.";"14";"0";"1";"0";"0";"0";"1";"1";"0";"5";"0";"0";"0";"1";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0"
;;"33";"Janssens, T.A.O.";"11";"0";"0";"1";"0";"0";"1";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0"
;;"34";"Coşkun, Z.P.";"13";"0";"0";"0";"0";"0";"0";"1";"3";"1";"1";"0";"0";"3";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"35";"van der Pluijm, L.C.";"5";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"2";"0";"0";"0"
;;"36";"Peeks, S.J.";"3";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"37";"Pallandt, C.M.J.";"10";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"1";"0";"1";"0"
;;"38";"Pechler, W.I.";"3";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0"
;;"39";"van Lierop, J.";"11";"0";"0";"1";"0";"0";"0";"1";"0";"1";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"2";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0"
;;"40";"Spruit, V.";"9";"0";"0";"1";"0";"1";"0";"1";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"41";"Kuijer, B.";"6";"0";"0";"0";"0";"0";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"42";"Markandu, G.";"33";"2";"0";"0";"0";"0";"0";"3";"0";"0";"1";"0";"0";"3";"0";"1";"0";"2";"2";"0";"0";"1";"3";"0";"5";"0";"1";"0";"6";"1";"2";"0"
;;"43";"Oudshoorn, J.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"44";"Hanoeman, R.R.";"11";"0";"0";"0";"0";"0";"2";"1";"0";"2";"0";"0";"0";"1";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"45";"Samshuijzen, E.";"18";"1";"0";"0";"0";"0";"0";"1";"0";"7";"1";"0";"0";"1";"1";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0"
;;"46";"Brouwer, M.";"6";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"47";"Onderdelinden, S.E.";"11";"0";"0";"0";"0";"1";"0";"1";"1";"2";"1";"0";"0";"2";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"48";"Rozema, J.G.";"5";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"49";"van de Peppel, S.";"8";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"1";"0"
;;"50";"Minnaert, X.D.E.";"43";"1";"0";"1";"0";"3";"0";"4";"1";"5";"0";"0";"0";"4";"0";"5";"0";"2";"3";"1";"1";"4";"0";"1";"0";"0";"1";"0";"4";"1";"1";"0"
"9";"ChristenUnie";;;"2164";"58";"35";"12";"25";"159";"23";"190";"50";"279";"51";"17";"16";"114";"17";"31";"14";"181";"74";"29";"85";"48";"68";"52";"52";"46";"52";"44";"173";"38";"60";"71"
;;"1";"Bikker, M.H.";"1546";"42";"24";"12";"21";"115";"19";"140";"35";"181";"42";"16";"10";"92";"13";"25";"10";"102";"57";"23";"60";"34";"49";"39";"36";"38";"32";"37";"121";"34";"39";"48"
;;"2";"Grinwis, P.A.";"37";"1";"3";"0";"0";"2";"0";"0";"0";"2";"1";"0";"0";"0";"1";"0";"0";"3";"1";"0";"1";"1";"5";"4";"0";"2";"0";"1";"6";"0";"0";"3"
;;"3";"Ceder, D.G.M.";"54";"1";"1";"0";"0";"7";"3";"10";"1";"9";"0";"0";"0";"2";"0";"0";"0";"4";"2";"1";"5";"1";"0";"1";"1";"0";"1";"1";"1";"0";"1";"1"
;;"4";"te Rietstap, A.H.";"8";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"3";"0";"0";"1";"0";"0";"0"
;;"5";"Gooijer-Medema, J.K.";"35";"1";"1";"0";"0";"2";"1";"1";"2";"10";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"3";"1";"1";"0";"0";"1";"3";"0";"1";"1";"0";"3"
;;"6";"Drost, N.";"8";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"7";"Holtman, T.S.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"8";"Otter-van den Bosch, C.";"11";"2";"0";"0";"0";"2";"0";"2";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
;;"9";"van der Graaf, S.J.F.";"45";"0";"1";"0";"0";"6";"0";"3";"2";"6";"0";"0";"2";"0";"0";"0";"2";"4";"1";"0";"1";"0";"1";"3";"1";"0";"0";"2";"1";"1";"3";"5"
;;"10";"Klein, M.C.A.";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"11";"Niesink, C.C.M.";"5";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"12";"Setz, J.N.";"6";"0";"1";"0";"0";"0";"0";"1";"0";"2";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"13";"van der Krift, H.J.C.";"9";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"2";"1";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"14";"Langen, A.L.";"132";"4";"1";"0";"1";"6";"0";"13";"2";"5";"0";"1";"0";"5";"0";"0";"1";"55";"8";"1";"1";"0";"8";"2";"6";"0";"3";"0";"7";"1";"1";"0"
;;"15";"Koppejan, E.J.A.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"16";"van Wageningen, E.";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
;;"17";"Tijhof, B.D.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"18";"de Reus, W.T.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"19";"Mbwete, N.A.G.";"13";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"3";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"4";"0";"0";"0";"1";"0";"0";"0"
;;"20";"Treurniet, M.";"2";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"21";"Palland, A.S.";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"22";"Westerbeek, A.E.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"23";"Muilwijk, I.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"24";"Westerink-Petersen, J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"25";"Dijkstra-Verbeek, I.A.W.";"187";"3";"3";"0";"0";"11";"0";"16";"4";"42";"8";"0";"0";"6";"0";"5";"0";"0";"0";"2";"5";"9";"3";"2";"4";"2";"9";"2";"27";"0";"15";"9"
;;"26";"van den Berg, G.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"27";"Broekmaat-Hagens, A.W.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"28";"de Haan, M.E.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Koerts, A.J.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Roor-Wubs, A.E.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"31";"Verweij, J.P.";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"32";"Paalman-Dijkenga, I.M.";"3";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"33";"Kumar, A.D.J.M.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"34";"Kerklaan-van der Beek, E.M.";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"35";"Visser, J.A.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"36";"van der Pol, L.A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"37";"Oudman, A.G.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"38";"van der Zande, J.M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"39";"Grandia, G.C.";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"40";"van Oordt-Jonckheere, S.";"4";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"41";"Cornelissen, B.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0"
;;"42";"Nede, N.N.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"43";"Schutte, J.W.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"44";"van Dijk, G.G.";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"45";"Adema, P.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"46";"Bosman, F.G.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"47";"Hoogenboom, E.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"48";"Stoorvogel, H.";"8";"0";"0";"0";"0";"1";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0"
;;"49";"van den Berg, R.C.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"50";"de Graaf, B.A.";"17";"0";"0";"0";"1";"0";"0";"2";"0";"2";"0";"0";"0";"0";"2";"0";"0";"1";"2";"2";"0";"1";"0";"1";"0";"0";"0";"0";"2";"0";"0";"1"
"10";"Volt";;;"6515";"133";"87";"73";"47";"65";"95";"386";"126";"1500";"98";"100";"85";"361";"23";"118";"36";"485";"261";"87";"278";"111";"266";"184";"112";"85";"132";"76";"549";"172";"206";"178"
;;"1";"Dassen, L.A.J.M.";"3505";"73";"44";"39";"29";"35";"61";"195";"66";"663";"62";"58";"47";"214";"16";"67";"24";"306";"152";"43";"168";"61";"152";"108";"65";"50";"71";"39";"284";"109";"111";"93"
;;"2";"Koekkoek, M.";"964";"11";"11";"12";"5";"7";"20";"62";"13";"229";"15";"26";"9";"54";"1";"16";"4";"81";"54";"13";"32";"12";"53";"26";"12";"10";"16";"11";"83";"20";"21";"25"
;;"3";"Boutkan, E.";"41";"1";"0";"0";"0";"1";"0";"3";"0";"7";"0";"1";"2";"3";"0";"0";"0";"2";"1";"5";"1";"0";"4";"2";"0";"1";"0";"0";"4";"1";"1";"1"
;;"4";"Elfilali, I.";"181";"1";"2";"3";"2";"0";"3";"16";"1";"67";"0";"4";"2";"10";"0";"1";"1";"16";"3";"2";"8";"2";"8";"6";"3";"0";"0";"0";"11";"3";"5";"1"
;;"5";"Hagoort, M.B.J.";"21";"0";"0";"0";"0";"0";"2";"1";"0";"6";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"5";"1";"0";"0";"0";"0";"0";"2";"0";"1";"1"
;;"6";"Frijters, R.M.J.";"1462";"38";"20";"16";"6";"20";"9";"91";"39";"444";"17";"5";"17";"62";"6";"31";"7";"59";"29";"22";"48";"29";"35";"36";"27";"22";"42";"22";"135";"27";"51";"50"
;;"7";"de Boer, R.W.";"42";"0";"7";"0";"1";"0";"0";"2";"1";"17";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"2";"0";"2";"0";"1";"0";"1";"0";"2";"0";"2";"0"
;;"8";"van der Lugt, S.";"78";"2";"0";"1";"1";"0";"0";"5";"1";"22";"1";"1";"2";"3";"0";"0";"0";"3";"7";"1";"1";"0";"3";"0";"1";"0";"1";"1";"7";"2";"11";"1"
;;"9";"Beijnon, B.";"19";"0";"0";"0";"1";"0";"0";"1";"1";"4";"0";"1";"1";"0";"0";"0";"0";"2";"3";"0";"2";"0";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0"
;;"10";"Twickler, R.";"27";"2";"0";"1";"1";"0";"0";"1";"0";"5";"0";"0";"1";"2";"0";"1";"0";"3";"1";"0";"1";"2";"0";"1";"0";"0";"0";"0";"3";"0";"2";"0"
;;"11";"Ercan, C.";"10";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"3";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0"
;;"12";"Hamel, J.E.R.";"20";"2";"0";"0";"0";"0";"0";"0";"1";"7";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"4";"1";"0";"1"
;;"13";"van Ewijk, W.H.E.";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"1";"1";"1";"0";"2";"0";"0";"0"
;;"14";"van Laar, S.A.";"14";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"1";"0";"1";"0";"2";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"1";"0";"1"
;;"15";"Tai, M.T.";"7";"0";"0";"0";"0";"0";"0";"1";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"16";"Pajak, V.L.";"53";"1";"2";"1";"1";"0";"0";"5";"1";"5";"1";"0";"2";"1";"0";"0";"0";"5";"3";"0";"12";"0";"2";"2";"0";"0";"0";"1";"2";"4";"0";"2"
;;"17";"Eigenhuis, F.";"6";"0";"0";"0";"0";"0";"0";"1";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1"
;;"18";"Verbeek, E.L.I.";"13";"0";"1";"0";"0";"0";"0";"1";"0";"2";"0";"0";"1";"1";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"3";"1";"0";"0"
;;"19";"Hemmes, B.J.A.";"6";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"20";"Elsinga, D.";"14";"0";"0";"0";"0";"1";"0";"0";"1";"5";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"2";"1";"0"
;;"21";"Dreteler, S.J.";"23";"2";"0";"0";"0";"0";"0";"1";"1";"3";"1";"2";"0";"6";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0";"1";"0";"0";"0";"2";"1";"0";"0"
"11";"JA21";;;"3893";"95";"53";"51";"54";"83";"69";"218";"100";"352";"77";"21";"80";"226";"43";"111";"13";"288";"142";"48";"250";"69";"174";"190";"101";"81";"113";"68";"298";"192";"94";"139"
;;"1";"Eerdmans, B.J.";"2728";"62";"37";"35";"40";"53";"55";"157";"63";"245";"47";"14";"52";"167";"25";"80";"6";"219";"104";"37";"165";"46";"130";"143";"74";"53";"71";"48";"203";"141";"64";"92"
;;"2";"Nanninga, A.";"420";"7";"4";"7";"8";"8";"5";"20";"13";"35";"6";"3";"12";"21";"4";"8";"4";"44";"21";"3";"33";"11";"19";"13";"12";"9";"12";"6";"28";"21";"6";"17"
;;"3";"Ceulemans, S.";"9";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0"
;;"4";"Bakker-Derks, E.H.M.";"47";"0";"1";"0";"4";"0";"4";"4";"0";"2";"0";"2";"1";"2";"0";"0";"0";"4";"3";"0";"4";"0";"5";"0";"1";"0";"2";"0";"2";"5";"0";"1"
;;"5";"van Doorn, D.M.A.";"4";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"6";"Goudzwaard, M.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"7";"Schyns, P.F.M.";"369";"14";"7";"5";"2";"9";"2";"14";"14";"50";"15";"0";"6";"12";"11";"16";"2";"13";"3";"4";"20";"7";"10";"15";"6";"12";"15";"8";"42";"11";"19";"5"
;;"8";"Uiterwijk, K.";"18";"2";"1";"0";"0";"0";"0";"1";"0";"3";"0";"0";"0";"2";"0";"1";"0";"0";"2";"0";"2";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1"
;;"9";"Dijksterhuis, R.G.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"10";"van den Berg, D.J.";"5";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"11";"Omlo, H.";"6";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2"
;;"12";"Hesselink, S.W.J.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"13";"Nuijten, K.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"14";"Roos, S.M.";"4";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"15";"Soltani, M.";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"16";"Baten, L.C.C.";"4";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0"
;;"17";"Kövi, J.J.H.M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"18";"Wilson, L.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"19";"van Vugt, T.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"20";"Wanders, A.M.J.M.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
;;"21";"Lodders, I.A.G.";"99";"0";"0";"3";"0";"2";"0";"0";"3";"0";"1";"1";"5";"16";"1";"1";"0";"3";"0";"1";"7";"1";"2";"14";"6";"6";"8";"2";"6";"8";"0";"2"
