"Verkiezing";;"Tweede Kamer der Staten-Generaal 2023"
"Datum";;"2023-11-22"
"Gebied";;"Kieskring Dordrecht"
"Nummer";;"HSB14"

"Lijstnummer";"Aanduiding";"Volgnummer";"Naam kandidaat";"Totaal";"Alblasserdam";"Barendrecht";"Delft";"Dordrecht";"Gorinchem";"Hardinxveld-Giessendam";"Hendrik-Ido-Ambacht";"Maassluis";"Papendrecht";"Ridderkerk";"Rijswijk";"Schiedam";"Sliedrecht";"Albrandswaard";"Vlaardingen";"Zwijndrecht";"Westland";"Midden-Delfland";"Goeree-Overflakkee";"Nissewaard";"Hoeksche Waard";"Molenlanden";"Voorne aan Zee"
;;"31";"Buijs, M.";"11";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"2";"1";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0"
;;"32";"Buijt, R.";"5";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0"
;;"33";"Kersten, J.J.M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"34";"de Groot, G.P.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"35";"Hieralal, K.";"7";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"2";"1";"0";"0";"0";"0";"0";"1";"0";"0"
;;"36";"Blijlevens, R.P.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"37";"Pastors, M.G.T.";"13";"0";"0";"0";"3";"0";"0";"1";"0";"0";"0";"2";"2";"0";"1";"0";"0";"0";"0";"0";"3";"1";"0";"0"
;;"38";"Fortuijn, S.A.F.";"22";"0";"1";"0";"3";"1";"0";"0";"2";"0";"0";"0";"3";"0";"0";"1";"0";"1";"0";"0";"3";"3";"2";"2"
"12";"Staatkundig Gereformeerde Partij (SGP)";;;"35340";"2005";"1184";"282";"2040";"541";"2421";"2366";"161";"934";"2419";"110";"167";"2385";"176";"503";"1074";"957";"64";"5117";"299";"4886";"5094";"155"
;;"1";"Stoffer, C.";"30595";"1797";"1019";"231";"1716";"459";"2225";"1584";"138";"761";"2069";"94";"144";"2086";"158";"472";"931";"867";"57";"4577";"258";"4286";"4534";"132"
;;"2";"van Dijk, D.J.H.";"823";"50";"21";"18";"54";"26";"61";"58";"5";"13";"68";"5";"10";"60";"5";"10";"20";"27";"3";"82";"9";"103";"113";"2"
;;"3";"Flach, A.J.";"1737";"66";"30";"2";"95";"17";"48";"675";"2";"55";"174";"0";"1";"53";"4";"2";"81";"7";"2";"75";"7";"134";"201";"6"
;;"4";"Middelkoop, P.N.";"366";"22";"14";"5";"43";"8";"17";"13";"1";"6";"16";"3";"3";"31";"6";"4";"10";"9";"0";"58";"2";"48";"45";"2"
;;"5";"Vroegindeweij, W.J.";"98";"2";"1";"2";"6";"3";"3";"3";"6";"1";"5";"1";"2";"6";"0";"1";"2";"9";"1";"12";"1";"13";"15";"3"
;;"6";"van der Maas, A.J.";"25";"0";"0";"0";"3";"0";"1";"2";"0";"1";"0";"0";"0";"1";"0";"1";"1";"2";"0";"5";"1";"6";"1";"0"
;;"7";"van der Wind, H.J.";"121";"2";"0";"0";"0";"2";"13";"4";"1";"2";"2";"0";"0";"16";"0";"1";"1";"1";"0";"13";"1";"9";"52";"1"
;;"8";"Both, D.D.";"26";"0";"2";"1";"2";"0";"1";"0";"1";"0";"2";"0";"0";"2";"0";"0";"1";"3";"0";"4";"0";"5";"2";"0"
;;"9";"Kloosterman, J.";"36";"2";"3";"1";"1";"0";"1";"3";"0";"0";"3";"0";"0";"1";"0";"0";"1";"1";"0";"9";"0";"3";"6";"1"
;;"10";"van Heijst, R.C.";"87";"3";"8";"6";"12";"1";"5";"1";"0";"2";"1";"3";"0";"10";"0";"0";"2";"8";"0";"5";"3";"9";"8";"0"
;;"11";"van der Wulp, A.D.";"239";"4";"1";"0";"15";"2";"1";"1";"1";"1";"5";"0";"2";"5";"0";"2";"3";"0";"0";"5";"0";"182";"9";"0"
;;"12";"Polinder, H.J.";"20";"0";"0";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"2";"0";"1";"1";"2";"0";"4";"0";"1";"4";"1"
;;"13";"Slingerland, M.";"25";"1";"1";"2";"1";"1";"0";"2";"0";"0";"1";"0";"1";"1";"0";"0";"2";"0";"0";"4";"0";"7";"1";"0"
;;"14";"van Duijn, W.J.";"17";"1";"2";"0";"1";"1";"2";"0";"0";"0";"2";"0";"0";"2";"0";"1";"0";"2";"0";"0";"0";"2";"1";"0"
;;"15";"Barth, L.G.I.";"21";"0";"1";"0";"1";"0";"0";"1";"2";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"2";"6";"5";"0"
;;"16";"Lukasse, J.";"17";"1";"1";"2";"2";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"6";"1";"2";"0";"0"
;;"17";"Tanis, J.P.";"167";"4";"3";"0";"9";"3";"15";"0";"1";"4";"0";"0";"0";"86";"0";"1";"1";"0";"0";"8";"3";"3";"25";"1"
;;"18";"Bosma, E.G.";"10";"1";"0";"1";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"1";"2";"0"
;;"19";"Schipaanboord, G.P.";"35";"2";"1";"3";"8";"1";"0";"3";"0";"1";"1";"1";"0";"1";"0";"0";"0";"1";"0";"2";"0";"5";"5";"0"
;;"20";"Veldman, J.D.";"83";"0";"1";"0";"54";"2";"2";"2";"0";"6";"2";"0";"0";"0";"0";"0";"5";"0";"0";"1";"0";"3";"5";"0"
;;"21";"Hartog, J.";"10";"2";"0";"0";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1"
;;"22";"Koekoek, J.T.";"32";"1";"0";"0";"1";"0";"0";"0";"0";"1";"3";"0";"1";"1";"0";"0";"0";"1";"0";"1";"1";"16";"5";"0"
;;"23";"de Knegt, L.";"10";"0";"0";"1";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"3";"0";"0";"0";"1";"0";"1";"0"
;;"24";"van Leeuwen, G.R.";"22";"11";"0";"0";"1";"0";"0";"2";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"1";"0";"1";"0";"3";"0"
;;"25";"Bakker, T.";"8";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"1";"0";"0";"2";"0"
;;"26";"Kok, W.H.";"24";"2";"2";"0";"0";"0";"1";"0";"1";"6";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"5";"3";"1"
;;"27";"van Westreenen, S.";"8";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1";"2";"0"
;;"28";"Noordergraaf, P.T.";"22";"0";"0";"0";"0";"2";"5";"0";"0";"1";"0";"0";"0";"4";"0";"0";"1";"1";"0";"1";"0";"1";"6";"0"
;;"29";"Boersma, A.";"127";"17";"1";"2";"9";"0";"6";"1";"0";"69";"1";"0";"0";"8";"0";"1";"0";"2";"0";"0";"0";"0";"9";"1"
;;"30";"Talen, L.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0"
;;"31";"van de Waerdt, C.J.";"65";"5";"0";"0";"1";"0";"2";"2";"0";"2";"41";"0";"1";"0";"0";"1";"2";"1";"0";"1";"0";"1";"5";"0"
;;"32";"Bulten, H.G.";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0"
;;"33";"Versteeg, A.";"10";"1";"0";"0";"0";"1";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"1";"0";"0"
;;"34";"Kisteman, L.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0"
;;"35";"van Bruchem, L.";"12";"2";"0";"0";"1";"0";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0"
;;"36";"van den Dikkenberg, L.C.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"37";"Herweijer, H.";"240";"0";"1";"2";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"222";"2";"5";"2";"2"
;;"38";"van Laar, G.J.";"5";"0";"0";"0";"0";"0";"0";"2";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"39";"Scheppink, A.J.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"40";"van Heteren, R.";"59";"0";"28";"1";"1";"2";"2";"0";"0";"0";"3";"0";"0";"4";"1";"0";"3";"0";"0";"2";"1";"5";"6";"0"
;;"41";"van den Belt, B.";"4";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0"
;;"42";"van Iwaarden, D.";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"1";"3";"1"
;;"43";"van Tuijl, L.O.";"11";"1";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"2";"1";"0"
;;"44";"Proos, A.J.";"100";"3";"43";"1";"0";"2";"2";"2";"0";"0";"5";"3";"1";"1";"2";"3";"1";"0";"0";"6";"2";"18";"5";"0"
"13";"DENK";;;"21766";"256";"1245";"1488";"3124";"1159";"74";"321";"1352";"369";"736";"1255";"3761";"220";"348";"2529";"902";"758";"98";"64";"833";"193";"125";"556"
;;"1";"van Baarle, S.R.T.";"14027";"146";"945";"1033";"1625";"819";"54";"229";"919";"262";"522";"929";"1885";"143";"276";"1608";"641";"576";"71";"51";"608";"154";"97";"434"
;;"2";"Ergin, D.A.";"2588";"26";"86";"105";"99";"109";"1";"10";"145";"17";"40";"44";"1279";"9";"24";"403";"42";"17";"7";"1";"57";"5";"4";"58"
;;"3";"El Abassi, I.";"859";"12";"40";"66";"81";"101";"0";"15";"77";"12";"29";"97";"92";"1";"7";"70";"25";"62";"11";"0";"31";"14";"5";"11"
;;"4";"Alrubey, A.";"514";"6";"22";"66";"85";"22";"4";"18";"14";"21";"39";"39";"41";"5";"5";"43";"13";"19";"1";"2";"20";"5";"6";"18"
;;"5";"Gün, E.";"144";"1";"15";"12";"20";"10";"1";"1";"4";"4";"2";"6";"18";"0";"4";"16";"7";"6";"1";"0";"7";"6";"0";"3"
;;"6";"Usta, Y.";"67";"3";"2";"4";"12";"7";"1";"1";"5";"1";"1";"0";"7";"2";"1";"1";"1";"4";"0";"0";"8";"0";"0";"6"
;;"7";"Rijssel, N.E.";"89";"1";"6";"10";"11";"3";"0";"0";"2";"1";"5";"9";"10";"0";"0";"12";"4";"3";"1";"2";"6";"0";"1";"2"
;;"8";"Maroof, A.";"406";"5";"7";"23";"200";"4";"2";"13";"8";"16";"27";"9";"7";"9";"2";"10";"46";"2";"1";"0";"14";"0";"0";"1"
;;"9";"Mac Intosch, G.J.";"47";"2";"5";"5";"8";"2";"1";"0";"5";"0";"1";"4";"4";"0";"0";"1";"0";"3";"1";"0";"4";"1";"0";"0"
;;"10";"Safranti, M.";"1212";"40";"9";"20";"868";"17";"4";"15";"40";"16";"27";"3";"12";"44";"1";"20";"65";"0";"0";"0";"8";"0";"3";"0"
;;"11";"Bayrakci, Y.C.";"29";"0";"2";"3";"4";"2";"0";"0";"3";"0";"0";"2";"5";"1";"1";"1";"3";"0";"0";"0";"2";"0";"0";"0"
;;"12";"Ghazi, M.I.";"55";"0";"2";"9";"5";"4";"0";"1";"0";"2";"2";"4";"5";"0";"1";"8";"3";"4";"1";"0";"2";"0";"1";"1"
;;"13";"Özçelik, S.";"89";"2";"2";"7";"9";"4";"1";"0";"12";"1";"3";"8";"9";"0";"3";"8";"5";"4";"0";"3";"4";"0";"1";"3"
;;"14";"Kaya, A.";"55";"2";"0";"6";"2";"8";"0";"1";"6";"1";"4";"1";"5";"1";"1";"10";"1";"3";"0";"0";"1";"0";"1";"1"
;;"15";"Konuksever-Tekin, A.";"34";"0";"1";"3";"4";"0";"1";"2";"2";"1";"1";"1";"5";"1";"1";"3";"5";"0";"0";"1";"0";"0";"0";"2"
;;"16";"Fkihi, O.";"12";"0";"0";"1";"2";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"2";"2";"0";"0";"0";"2";"0";"0";"0"
;;"17";"Çetinkaya, T.";"140";"1";"5";"26";"6";"6";"0";"2";"10";"0";"0";"24";"14";"0";"1";"15";"2";"23";"1";"0";"1";"0";"0";"3"
;;"18";"Şahin, E.";"19";"0";"1";"1";"3";"0";"0";"0";"1";"1";"2";"2";"1";"0";"0";"4";"2";"0";"0";"0";"0";"0";"1";"0"
;;"19";"Kahramanoğlu, C.";"106";"1";"5";"1";"6";"1";"0";"0";"3";"0";"0";"2";"73";"0";"1";"7";"1";"1";"0";"0";"3";"0";"0";"1"
;;"20";"Kaplan, Ç.";"7";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0"
;;"21";"Manhoef, E.E.";"26";"1";"2";"2";"5";"0";"0";"0";"0";"0";"2";"1";"2";"0";"0";"2";"1";"3";"0";"0";"3";"1";"0";"1"
;;"22";"Tan, C.";"4";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0"
;;"23";"Kondu, F.";"152";"5";"4";"3";"2";"0";"0";"0";"5";"2";"1";"1";"100";"0";"0";"22";"2";"0";"0";"0";"5";"0";"0";"0"
;;"24";"Şimşek, J.I.";"10";"0";"0";"1";"0";"0";"0";"0";"3";"0";"1";"0";"3";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0"
;;"25";"Ileri, F.";"94";"1";"12";"20";"3";"8";"0";"0";"6";"3";"1";"9";"3";"0";"0";"15";"3";"6";"0";"0";"4";"0";"0";"0"
;;"26";"Buyatui, H.";"11";"0";"0";"3";"2";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0"
;;"27";"van Burik, M.";"9";"0";"0";"0";"1";"1";"2";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0"
;;"28";"Muradin, N.";"17";"0";"3";"2";"2";"0";"0";"0";"0";"0";"0";"3";"1";"0";"0";"0";"0";"4";"0";"0";"2";"0";"0";"0"
;;"29";"Delener, I.";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Sodirijo, S.D.";"30";"0";"2";"1";"3";"0";"0";"1";"0";"0";"5";"3";"2";"0";"1";"1";"1";"0";"0";"0";"9";"1";"0";"0"
;;"31";"Ağirbaş, A.";"30";"0";"2";"2";"2";"1";"0";"0";"4";"0";"2";"0";"4";"0";"5";"3";"2";"0";"0";"0";"2";"0";"0";"1"
;;"32";"Özcan, R.";"17";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0";"2";"0";"0";"1";"3";"1";"3";"0";"0";"1";"2";"0";"1"
;;"33";"Tangali, M.J.";"18";"0";"5";"1";"2";"1";"0";"0";"0";"0";"0";"4";"2";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0"
;;"34";"Othman, R.";"17";"0";"1";"1";"3";"3";"0";"1";"0";"1";"0";"2";"0";"0";"1";"2";"1";"0";"0";"1";"0";"0";"0";"0"
;;"35";"Yildirim, A.";"86";"0";"22";"0";"8";"0";"0";"2";"14";"0";"6";"5";"9";"1";"0";"6";"3";"0";"0";"1";"6";"1";"1";"1"
;;"36";"Akhatab, N.";"55";"0";"6";"7";"6";"1";"0";"0";"11";"2";"1";"3";"7";"0";"0";"3";"4";"0";"0";"1";"3";"0";"0";"0"
;;"37";"Ben Touhami, M.";"133";"0";"4";"6";"9";"0";"0";"1";"6";"3";"5";"10";"69";"0";"0";"10";"2";"0";"1";"0";"4";"1";"2";"0"
;;"38";"Bal, M.I.";"26";"0";"0";"0";"2";"7";"0";"0";"1";"0";"0";"0";"13";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0"
;;"39";"Pancar, Ş.";"3";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"40";"Akça, S.";"234";"0";"1";"0";"2";"0";"0";"0";"25";"0";"0";"0";"9";"0";"0";"194";"1";"2";"0";"0";"0";"0";"0";"0"
;;"41";"Dokgöz, Ş.";"70";"0";"2";"2";"1";"0";"0";"1";"2";"0";"0";"4";"36";"0";"2";"8";"2";"1";"0";"0";"4";"0";"0";"5"
;;"42";"Icar, N.";"45";"0";"0";"9";"11";"2";"2";"1";"2";"0";"0";"5";"4";"1";"0";"1";"0";"3";"0";"0";"4";"0";"0";"0"
;;"43";"Khan, S.Y.";"30";"0";"0";"8";"2";"0";"0";"0";"2";"0";"0";"0";"6";"1";"3";"1";"1";"3";"1";"0";"2";"0";"0";"0"
;;"44";"Sungur, M.";"10";"0";"1";"1";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0"
;;"45";"Koyuncu, S.";"22";"0";"0";"3";"2";"2";"0";"0";"2";"0";"0";"0";"4";"1";"0";"6";"1";"0";"0";"0";"0";"0";"0";"1"
;;"46";"Achbar, F.";"117";"0";"23";"13";"3";"7";"0";"4";"10";"1";"5";"18";"12";"0";"5";"3";"6";"3";"0";"0";"0";"1";"1";"2"
"14";"50PLUS";;;"4019";"65";"143";"245";"437";"115";"54";"108";"119";"126";"191";"157";"218";"77";"92";"238";"158";"316";"51";"157";"338";"255";"93";"266"
;;"1";"van Hooft, G.O.P.C.";"2595";"48";"86";"150";"273";"74";"39";"66";"80";"83";"134";"96";"138";"51";"57";"162";"93";"215";"30";"101";"214";"165";"71";"169"
;;"2";"van Rooij, M.G.J.H.";"168";"4";"6";"12";"13";"2";"1";"5";"2";"4";"7";"10";"10";"5";"1";"6";"8";"18";"2";"6";"22";"5";"3";"16"
;;"3";"Brouwers, J.F.X.M.";"70";"1";"1";"9";"4";"4";"0";"4";"0";"3";"2";"1";"6";"3";"1";"4";"5";"4";"1";"0";"3";"9";"2";"3"
;;"4";"Hoek, W.M.M.";"742";"7";"28";"39";"97";"24";"7";"21";"25";"28";"32";"23";"40";"14";"23";"41";"33";"46";"13";"37";"56";"44";"11";"53"
;;"5";"van Acquoij, R.H.";"17";"0";"0";"2";"1";"1";"2";"0";"2";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"3";"0";"0";"2"
;;"6";"Hernández Martínez, A.";"193";"2";"11";"15";"23";"5";"3";"6";"4";"4";"7";"14";"7";"2";"5";"10";"7";"17";"0";"7";"23";"8";"3";"10"
;;"7";"Fonhof, G.J.";"14";"0";"1";"1";"3";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"3";"0";"1";"1";"1";"1";"0";"0";"0"
;;"8";"van Tilborg, H.C.A.M.";"30";"0";"0";"3";"3";"0";"0";"0";"0";"0";"2";"5";"2";"0";"1";"0";"3";"1";"0";"0";"3";"6";"0";"1"
;;"9";"van Orsouw, J.H.T.";"6";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0"
;;"10";"Faassen, A.G.";"16";"1";"0";"1";"2";"0";"0";"0";"1";"0";"1";"4";"0";"0";"0";"1";"1";"2";"0";"0";"0";"1";"0";"1"
;;"11";"Hessing, J.C.";"10";"0";"0";"3";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"2";"0";"2";"0";"0";"0";"0";"0";"0"
;;"12";"Jablonski, J.";"5";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0"
;;"13";"Bongers, J.W.M.";"14";"0";"1";"1";"1";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"3";"0";"1";"0";"0";"1";"2";"0";"1"
;;"14";"Franse, A.H.";"10";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"2";"0";"0";"0";"1";"0";"1"
;;"15";"van Loon, J.C.A.";"7";"1";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0"
;;"16";"de Kruif, F.N.J.";"7";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"2";"0";"1";"0"
;;"17";"van Es, J.W.";"15";"0";"2";"1";"1";"1";"0";"1";"0";"0";"2";"1";"3";"0";"0";"0";"0";"0";"2";"0";"1";"0";"0";"0"
;;"18";"Biever, R.M.";"6";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"1"
;;"19";"Hamersma, K.";"4";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0"
;;"20";"Hornis, M.P.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1"
;;"21";"van Aert, J.L.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1"
;;"22";"Vriens, M.F.L.";"5";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0"
;;"23";"Voets, J.J.M.";"36";"0";"1";"1";"4";"0";"1";"2";"1";"0";"0";"1";"2";"1";"0";"2";"2";"2";"0";"2";"4";"7";"0";"3"
;;"24";"Hendriks, J.";"42";"1";"2";"6";"7";"3";"0";"2";"0";"0";"1";"0";"1";"0";"2";"1";"1";"1";"0";"1";"3";"6";"1";"3"
"15";"BBB";;;"21989";"288";"507";"925";"1333";"515";"388";"372";"475";"467";"565";"512";"732";"354";"378";"744";"574";"2844";"715";"1800";"1606";"2465";"1783";"1647"
;;"1";"van der Plas, C.A.M.";"18019";"244";"405";"758";"1093";"428";"327";"308";"387";"376";"446";"409";"590";"303";"313";"618";"480";"2412";"597";"1481";"1337";"1836";"1491";"1380"
;;"2";"Keijzer, M.C.G.";"1975";"22";"50";"86";"114";"51";"40";"41";"53";"49";"67";"50";"70";"32";"27";"74";"54";"250";"71";"164";"126";"184";"172";"128"
;;"3";"Tuinman, G.P.";"829";"9";"23";"17";"43";"14";"6";"10";"9";"21";"17";"9";"13";"4";"20";"12";"12";"45";"5";"59";"74";"313";"33";"61"
;;"4";"Vermeer, H.";"81";"0";"1";"3";"12";"0";"1";"0";"2";"1";"6";"2";"4";"3";"2";"4";"0";"13";"0";"3";"4";"12";"3";"5"
;;"5";"Helder, L.M.J.S.";"114";"2";"1";"3";"15";"2";"0";"1";"3";"3";"3";"8";"7";"0";"1";"5";"3";"8";"3";"10";"9";"8";"7";"12"
;;"6";"Pierik, C.R.";"66";"0";"1";"3";"2";"0";"1";"1";"0";"0";"4";"1";"2";"1";"0";"1";"0";"1";"3";"12";"7";"5";"18";"3"
;;"7";"van Zanten, C.R.";"89";"2";"2";"5";"4";"5";"1";"3";"2";"1";"1";"2";"5";"2";"4";"5";"1";"14";"2";"6";"6";"6";"8";"2"
;;"8";"Rummenie, J.F.";"39";"0";"1";"4";"0";"1";"0";"0";"0";"1";"0";"8";"1";"1";"0";"2";"1";"14";"1";"2";"1";"1";"0";"0"
;;"9";"Pouw-Verweij, N.J.F.";"117";"4";"6";"10";"7";"3";"4";"1";"8";"4";"2";"2";"5";"2";"2";"5";"4";"16";"1";"5";"7";"8";"8";"3"
;;"10";"Rikkers-Oosterkamp, M.G.F.";"28";"1";"0";"0";"2";"2";"2";"0";"0";"1";"1";"0";"1";"1";"0";"1";"0";"3";"4";"0";"1";"1";"1";"6"
;;"11";"Wijen-Nass, M.J.M.H.";"19";"0";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"1";"0";"1";"3";"0";"0";"2";"1";"0";"3";"1"
;;"12";"Oostenbrink, M.";"31";"0";"0";"3";"1";"1";"0";"0";"0";"0";"1";"6";"3";"0";"0";"0";"0";"11";"2";"0";"2";"0";"0";"1"
;;"13";"Rekers, J.D.";"11";"0";"0";"2";"1";"0";"0";"0";"1";"0";"0";"0";"2";"1";"0";"0";"0";"1";"0";"0";"2";"0";"1";"0"
;;"14";"Hendriks, A.J.";"17";"0";"1";"2";"0";"0";"0";"0";"0";"2";"0";"1";"2";"1";"0";"1";"1";"1";"1";"2";"1";"0";"0";"1"
;;"15";"Govaert, C.A.H.M.";"30";"0";"1";"1";"6";"0";"1";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"5";"5";"2";"0";"4"
;;"16";"van Vliet, L.R.";"9";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0";"1";"0";"2";"1";"1";"0";"0";"0";"0"
;;"17";"Hemmen, H.M.";"14";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"1";"1";"1";"2";"1";"0"
;;"18";"van Vuuren, C.H.";"13";"0";"0";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"3";"4";"0"
;;"19";"van der Meer, S.";"21";"0";"1";"2";"3";"0";"0";"1";"1";"0";"0";"1";"0";"0";"1";"1";"0";"4";"0";"2";"1";"0";"0";"3"
;;"20";"Stoop, C.J.";"43";"1";"3";"1";"8";"0";"1";"0";"0";"2";"2";"0";"3";"0";"2";"0";"3";"3";"1";"5";"0";"4";"1";"3"
;;"21";"van Veen, A.";"22";"1";"1";"1";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"2";"1";"8";"3";"0";"1";"0"
;;"22";"van Lissum, J.T.M.";"8";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"3"
;;"23";"Stegink, T.W.";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"3";"0"
;;"24";"Huiskamp, F.M.";"4";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1"
;;"25";"Eppink, D.J.";"40";"0";"1";"6";"3";"1";"0";"0";"0";"0";"1";"3";"1";"0";"0";"0";"3";"5";"0";"3";"1";"0";"6";"6"
